,kd_sekolah,kurikulum,daerah_khusus,wilayah_bagian,jenis_wilayah,status_wilayah,proporsi_pendidik_min_s1,proporsi_pendidik_sertifikasi,jumlah_peserta_didik,jumlah_pendidik,rasio_pendidik_peserta_didik,jumlah_r_kelas,ketersediaan_internet,ketersediaan_listrik,jumlah_komp_milik,jumlah_perpus,jumlah_rombel,jumlah_siswa_rombel,jumlah_siswa_penerima_PIP,rasio_siswa_penerima_PIP,kd_siswa_an,Apakah kamu perempuan atau laki-laki?,Ada berapa keluarga yang tinggal bersama di rumahmu?,Apa jenjang sekolah tertinggi yang diselesaikan ayahmu?,Apa jenjang sekolah tertinggi yang diselesaikan ibumu?,Apa pekerjaan ayahmu?,Apa pekerjaan ibumu?,Kepemilikan Meja belajar di rumah,Kamar tidur untuk dirimu sendiri (tidak berbagi dengan saudara atau orang lain),Tempat belajar yang tenang di rumah,Listrik dan lampu untuk belajar di rumah pada malam hari,"Komputer, laptop, atau tablet yang bisa kamu pakai untuk keperluan belajar atau tugas sekolah",Kepemilikan perangkat lunak (software atau program komputer) pendidikan,Sambungan ke internet di rumah,"Kepemilikan alat baca buku digital (seperti Kindle, Kobo, dll)","Kepemilikan buku-buku fiksi/sastra seperti novel, kumpulan cerpen, atau kumpulan puisi",Kepemilikan buku-buku tentang sains atau teknologi,"Kepemilikan buku-buku tentang seni, musik, atau desain","Kepemilikan buku-buku tentang bahasa, termasuk kamus",Kepemilikan buku-buku yang bisa membantumu mengerjakan tugas-tugas sekolah,Kepemilikan televisi layar datar,Kepemilikan mobil,Kepemilikan Pendingin Ruangan (AC),"Kepemilikan telepon seluler (handphone) dengan akses internet (misal, smartphone)",Kepemilikan komputer tablet (Tab/iPad),Kpemilikan karya-karya seni (misal: lukisan/patung seni),kelas_nilai_AN
11725,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-232-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,Sarjana (S1),"Profesional (seperti dosen, guru, dokter, bidan, pengacara, jaksa, insinyur/engineer, musisi, nakoda kapal, pilot, dll.)","Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Satu,Tiga atau lebih,Tidak ada,Tidak ada,cukup
11726,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-249-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,SMA/SMK,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,cukup
11728,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-267-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,"Diploma (D1, D2, atau D3)","Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira lebih dari 100 buku,Satu,Satu,Satu,Satu,Tidak ada,Satu,cukup
11729,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-276-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)",Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Dua,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11730,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-285-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,Tidak tahu.,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11731,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-294-24,Perempuan,Keluargaku bersama satu keluarga lain,SMA/SMK,SMA/SMK,Tidak tahu.,Tidak tahu.,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11732,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-303-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Kira-kira 1-10 buku,Kira-kira 26-100 buku,Kira-kira lebih dari 100 buku,Kira-kira lebih dari 100 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tidak ada,cukup
11733,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-312-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Tidak ada,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tidak ada,cukup
11734,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-329-24,Perempuan,Keluargaku bersama satu keluarga lain,SMA/SMK,Sarjana (S1),Tidak tahu.,"Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Satu,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,cukup
11735,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-338-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMP,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira lebih dari 100 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Satu,cukup
11739,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-374-24,Perempuan,Keluargaku bersama tiga atau lebih keluarga lain,SMP,SMP,Tidak tahu.,Tidak tahu.,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,cukup
11740,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-383-24,Perempuan,Keluargaku bersama satu keluarga lain,SMP,Tidak Tahu,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Dua,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tidak ada,rendah
11741,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-392-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,"Tenaga pemasaran (seperti sales, marketing)",Tidak tahu.,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 26-100 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tiga atau lebih,Tidak ada,cukup
11742,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-409-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Sarjana (S1),Tidak tahu.,"Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Tidak ada,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Satu,Tidak ada,Tidak ada,Satu,Satu,Tiga atau lebih,cukup
11744,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-427-24,Perempuan,Keluargaku bersama satu keluarga lain,SMA/SMK,Tidak Tahu,"Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.","Profesional (seperti dosen, guru, dokter, bidan, pengacara, jaksa, insinyur/engineer, musisi, nakoda kapal, pilot, dll.)",Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11745,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-436-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,"Diploma (D1, D2, atau D3)",Anggota militer (TNI/tentara) atau polisi (Polri),"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Satu,Satu,Satu,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,cukup
11746,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-445-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,Tidak tahu.,Tidak tahu.,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11747,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-454-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),"Diploma (D1, D2, atau D3)",SMA/SMK,"Tenaga pemasaran (seperti sales, marketing)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
11753,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-018-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SMP,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,cukup
11754,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-027-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Sarjana (S1),SMA/SMK,"Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Satu,cukup
11755,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-036-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,Anggota militer (TNI/tentara) atau polisi (Polri),"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
11756,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-045-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Sarjana (S1),Tidak Tahu,Tidak tahu.,Tidak tahu.,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira lebih dari 100 buku,Satu,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11757,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-054-24,Laki-laki,Keluargaku bersama tiga atau lebih keluarga lain,SMA/SMK,SMA/SMK,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Satu,cukup
11758,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-063-24,Perempuan,Keluargaku bersama dua keluarga lain,SMA/SMK,SMA/SMK,Tidak tahu.,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Kira-kira lebih dari 100 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11759,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-072-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11760,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-089-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,Tidak tahu.,Tidak tahu.,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
11762,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-107-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SMP,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tenaga pemasaran (seperti sales, marketing)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
11763,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-116-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,"Diploma (D1, D2, atau D3)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tenaga pemasaran (seperti sales, marketing)",Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Kira-kira 26-100 buku,Kira-kira 26-100 buku,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Kira-kira 26-100 buku,Satu,Tidak ada,Tidak ada,Dua,Satu,Satu,rendah
11764,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-125-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11765,7100364,Kurikulum Merdeka,Tidak,Indonesia Timur,KABUPATEN,RURAL,96.551724137931,10.3448275862069,128.0,29.0,4.413793103448276,10.0,Ada,Ada,2.0,1.0,10.0,35.0,58.0,45.3125,7100364-134-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
